Player,Position,Age,Cap_Hit,Cap_Hit_Percentage,Dead_Cap,Base_Salary,Signing_Bonus,Per_Game_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restructure_Proration,Incentives,Cap_Type,Year
D.J. Swearinger,FS,26,"$3,333,333",2.00%,"($6,000,000)","$2,000,000","$1,333,333",-,-,-,-,-,-,table_active,2017
Stacy McGee,DT,27,"$3,190,625",1.91%,"($6,250,000)","$2,250,000","$800,000",-,"$140,625",-,-,-,-,table_active,2017
Zach Brown,ILB,28,"$2,550,000",1.53%,"($2,050,000)","$1,550,000","$500,000",-,"$250,000",-,-,-,"$250,000",table_active,2017
Josh Doctson,WR,25,"$2,284,009",1.37%,"($8,222,435)","$906,802","$1,377,207",-,-,-,-,-,-,table_active,2017
Niles Paul,TE,28,"$2,208,334",1.32%,"($2,083,334)","$1,750,000","$333,334",-,"$125,000",-,-,-,-,table_active,2017
Bashaud Breeland,CB,25,"$1,918,500",1.15%,"($121,500)","$1,797,000","$121,500",-,-,-,-,-,-,table_active,2017
DeAngelo Hall,CB,34,"$1,912,500",1.15%,"($1,912,500)","$1,100,000","$812,500",-,-,-,-,-,-,table_active,2017
Preston Smith,OLB,25,"$1,576,187",0.94%,"($1,231,584)","$960,395","$615,792",-,-,-,-,-,-,table_active,2017
Tress Way,P,27,"$1,500,000",0.90%,"($1,900,000)","$1,100,000","$250,000",-,"$150,000",-,-,-,-,table_active,2017
Evander Hood,DE,30,"$1,300,000",0.78%,"($1,200,000)","$900,000","$150,000",-,"$250,000",-,-,-,-,table_active,2017
Nick Sundberg,LS,30,"$1,052,500",0.63%,"($1,510,000)","$900,000","$152,500",-,-,-,-,-,-,table_active,2017
Ryan Anderson,OLB,23,"$968,131",0.58%,"($2,719,559)","$465,000","$503,131",-,-,-,-,-,-,table_active,2017
Quinton Dunbar,CB,25,"$865,334",0.52%,-,"$615,000","$250,334",-,-,-,-,-,-,table_active,2017
Junior Galette,OLB,29,"$800,000",0.48%,"($800,000)","$775,000",-,-,"$25,000",-,-,-,-,table_active,2017
Jamison Crowder,WR,24,"$751,406",0.45%,"($272,812)","$615,000","$136,406",-,-,-,-,-,-,table_active,2017
Ryan Grant,WR,27,"$743,403",0.45%,"($53,403)","$690,000","$53,403",-,-,-,-,-,-,table_active,2017
Kendall Fuller,CB,22,"$737,106",0.44%,"($538,818)","$557,500","$179,606",-,-,-,-,-,-,table_active,2017
Brian Quick,WR,28,"$695,000",0.42%,"($855,000)","$775,000","$80,000",-,-,-,-,-,-,table_active,2017
Dustin Hopkins,K,27,"$690,000",0.41%,-,"$690,000",-,-,-,-,-,-,-,table_active,2017
Ty Nsekhe,LT,32,"$690,000",0.41%,-,"$690,000",-,-,-,-,-,-,-,table_active,2017
Martrell Spaight,ILB,24,"$674,487",0.40%,-,"$615,000","$59,487",-,-,-,-,-,-,table_active,2017
Fabian Moreau,CB,23,"$671,348",0.40%,"($825,392)","$465,000","$206,348",-,-,-,-,-,-,table_active,2017
Samaje Perine,RB,22,"$629,945",0.38%,"($659,781)","$465,000","$164,945",-,-,-,-,-,-,table_active,2017
Quinton Dunbar,CB,25,"$615,000",0.37%,-,"$615,000",-,-,-,-,-,-,-,table_active,2017
Deshazor Everett,SS,25,"$615,000",0.37%,-,"$615,000",-,-,-,-,-,-,-,table_active,2017
Anthony Lanier,DE,24,"$542,666",0.32%,"($5,334)","$540,000","$2,666",-,-,-,-,-,-,table_active,2017
Matthew Ioannidis,DE,23,"$540,000",0.32%,-,"$540,000",-,-,-,-,-,-,-,table_active,2017
Jeremy Sprinkle,TE,23,"$534,125",0.32%,"($276,503)","$465,000","$69,125",-,-,-,-,-,-,table_active,2017
Chase Roullier,C,24,"$501,792",0.30%,"($147,168)","$465,000","$36,792",-,-,-,-,-,-,table_active,2017
Josh Harvey-Clemons,ILB,23,"$486,076",0.29%,"($84,306)","$465,000","$21,076",-,-,-,-,-,-,table_active,2017
Joshua Holsey,CB,23,"$485,236",0.29%,"($80,946)","$465,000","$20,236",-,-,-,-,-,-,table_active,2017
Tony Bergstrom,C,31,"$455,882",0.27%,-,"$455,882",-,-,-,-,-,-,-,table_active,2017
Arie Kouandjio,G,25,"$361,764",0.22%,-,"$361,765",-,-,-,-,-,-,-,table_active,2017
Maurice Harris,WR,25,"$254,117",0.15%,-,"$254,118",-,-,-,-,-,-,-,table_active,2017
Zach Vigil,OLB,26,"$253,235",0.15%,-,"$253,235",-,-,-,-,-,-,-,table_active,2017
A.J. Francis,DE,27,"$217,058",0.13%,-,"$217,059",-,-,-,-,-,-,-,table_active,2017
Demetrius Rhaney,C,25,"$217,058",0.13%,-,"$217,059",-,-,-,-,-,-,-,table_active,2017
Tyler Catalina,T,24,"$191,470",0.11%,-,"$191,471",-,-,-,-,-,-,-,table_active,2017
Robert Davis,WR,22,"$109,412",0.07%,-,"$109,412",-,-,-,-,-,-,-,table_active,2017
Kyle Kalis,T,24,"$109,412",0.07%,-,"$109,412",-,-,-,-,-,-,-,table_active,2017
Kapri Bibbs,RB,24,"$108,528",0.07%,-,"$108,528",-,-,-,-,-,-,-,table_active,2017
Otha Peters,OLB,23,"$82,059",0.05%,-,"$82,059",-,-,-,-,-,-,-,table_active,2017
Pete Robertson,OLB,25,"$82,059",0.05%,-,"$82,059",-,-,-,-,-,-,-,table_active,2017
Dare Ogunbowale,RB,23,"$54,706",0.03%,-,"$54,706",-,-,-,-,-,-,-,table_active,2017
Fish Smithson,S,23,"$54,706",0.03%,-,"$54,706",-,-,-,-,-,-,-,table_active,2017
Manasseh Garner,RB,25,"$27,353",0.02%,-,"$27,353",-,-,-,-,-,-,-,table_active,2017
Trent Williams,LT,29,"$14,963,380",8.96%,"($24,350,000)","$11,250,000","$1,620,000",-,"$187,500","$1,905,880",-,-,-,table_injured,2017
Terrelle Pryor,WR,28,"$6,000,000",3.59%,"($6,000,000)","$3,000,000","$3,000,000",-,-,-,-,-,-,table_injured,2017
Jordan Reed,TE,27,"$5,737,500",3.44%,"($10,950,000)","$3,750,000","$1,800,000",-,"$187,500",-,-,-,-,table_injured,2017
Shawn Lauvao,G,30,"$5,000,000",2.99%,"($5,000,000)","$4,000,000","$1,000,000",-,-,-,-,-,-,table_injured,2017
Chris Thompson,RB,27,"$2,506,800",1.50%,"($4,506,800)","$1,506,800","$1,000,000",-,-,-,-,-,-,table_injured,2017
Jonathan Allen,DE,22,"$2,032,726",1.22%,"($11,596,376)","$389,294","$1,643,432",-,-,-,-,-,-,table_injured,2017
Mason Foster,ILB,28,"$2,000,000",1.20%,"($1,400,000)","$1,225,000","$175,000",-,-,-,-,-,"$600,000",table_injured,2017
Spencer Long,C,27,"$1,950,450",1.17%,"($163,450)","$1,787,000","$153,450",-,-,-,"$10,000",-,-,table_injured,2017
Will Compton,ILB,28,"$1,797,000",1.08%,-,"$1,797,000",-,-,-,-,-,-,-,table_injured,2017
Trent Murphy,OLB,27,"$1,180,827",0.71%,"($393,236)","$787,591","$393,236",-,-,-,-,-,-,table_injured,2017
Chris Carter,ILB,28,"$695,000",0.42%,"($855,000)","$775,000","$80,000",-,-,-,-,-,-,table_injured,2017
T.J. Clemmings,RT,26,"$615,000",0.37%,-,"$615,000",-,-,-,-,-,-,-,table_injured,2017
Montae Nicholson,S,22,"$605,958",0.36%,"($618,892)","$451,235","$154,723",-,-,-,-,-,-,table_injured,2017
Rob Kelley,RB,25,"$468,120",0.28%,"($2,000)","$467,121","$1,000",-,-,-,-,-,-,table_injured,2017
Phil Taylor,DT,29,"$378,000",0.23%,-,"$775,000",-,-,-,-,-,-,-,table_injured,2017
Keith Marshall,RB,23,"$364,387",0.22%,"($49,163)","$348,000","$16,387",-,-,-,-,-,-,table_injured,2017
Kevin Bowen,T,24,"$350,333",0.21%,"($4,668)","$348,000","$2,333",-,-,-,-,-,-,table_injured,2017
Arthur Jones,DT,31,"$325,588",0.20%,-,"$476,471",-,-,-,-,-,-,-,table_injured,2017
Byron Marshall,RB,23,"$222,352",0.13%,-,"$222,353",-,-,-,-,-,-,-,table_injured,2017
LeShun Daniels,RB,22,"$164,118",0.10%,-,"$164,118",-,-,-,-,-,-,-,table_injured,2017
Shakeir Ryan,WR,,"$100,800",0.06%,,,,,,,,,,table_practice-squad,2017
Chris Culliver,CB,,"$2,500,000",1.50%,,,,,,,,,,table_dead,2017
Stephen Paea,DT,,"$2,500,000",1.50%,,,,,,,,,,table_dead,2017
David Bruton,SS,,"$1,666,668",1.00%,,,,,,,,,,table_dead,2017
DeSean Jackson,WR,,"$1,250,000",0.75%,,,,,,,,,,table_dead,2017
Ricky Jean Francois,DT,,"$1,000,000",0.60%,,,,,,,,,,table_dead,2017
Kory Lichtensteiger,C,,"$550,000",0.33%,,,,,,,,,,table_dead,2017
Mack Brown,RB,,"$254,120",0.15%,,,,,,,,,,table_dead,2017
Stefan McClure,S,,"$246,177",0.15%,,,,,,,,,,table_dead,2017
Tyler Catalina,T,,"$223,824",0.13%,,,,,,,,,,table_dead,2017
Nick Rose,K,,"$191,471",0.11%,,,,,,,,,,table_dead,2017
Matthew Ioannidis,DE,,"$183,672",0.11%,,,,,,,,,,table_dead,2017
Matt Jones,RB,,"$159,854",0.10%,,,,,,,,,,table_dead,2017
Arie Kouandjio,G,,"$130,418",0.08%,,,,,,,,,,table_dead,2017
Caraun Reid,DE,,"$121,764",0.07%,,,,,,,,,,table_dead,2017
Alex Balducci,G,,"$115,200",0.07%,,,,,,,,,,table_dead,2017
Manasseh Garner,RB,,"$115,200",0.07%,,,,,,,,,,table_dead,2017
Fish Smithson,S,,"$108,000",0.06%,,,,,,,,,,table_dead,2017
Robert Davis,WR,,"$93,600",0.06%,,,,,,,,,,table_dead,2017
Ondre Pipkins,DT,,"$79,200",0.05%,,,,,,,,,,table_dead,2017
Pete Robertson,OLB,,"$79,200",0.05%,,,,,,,,,,table_dead,2017
Will Blackmon,CB,,"$75,000",0.04%,,,,,,,,,,table_dead,2017
Kyshoen Jarrett,FS,,"$67,814",0.04%,,,,,,,,,,table_dead,2017
Brandon Banks,DE,,"$64,800",0.04%,,,,,,,,,,table_dead,2017
Maurice Harris,WR,,"$64,800",0.04%,,,,,,,,,,table_dead,2017
Steven Daniels,ILB,,"$57,972",0.03%,,,,,,,,,,table_dead,2017
Keenan Reynolds,WR,,"$57,600",0.03%,,,,,,,,,,table_dead,2017
Pete Robertson,OLB,,"$54,706",0.03%,,,,,,,,,,table_dead,2017
Orlando Franklin,G,,"$45,588",0.03%,,,,,,,,,,table_dead,2017
John Kling,T,,"$43,200",0.03%,,,,,,,,,,table_dead,2017
A.J. Francis,DE,,"$36,176",0.02%,,,,,,,,,,table_dead,2017
