Player,Position,Age,Cap_Hit,Cap_Hit_Percentage,Dead_Cap,Base_Salary,Signing_Bonus,Per_Game_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restructure_Proration,Incentives,Cap_Type,Year
Roy Mbaeteka,T,,-,-,,,,,,,,,,table_practice-squad,2024
John Johnson,SS,,"$8,850,000",3.47%,,,,,,,,,,table_dead,2024
Amari Cooper,WR,,"$7,937,333",3.11%,,,,,,,,,,table_dead,2024
Jadeveon Clowney,DE,,"$4,800,000",1.88%,,,,,,,,,,table_dead,2024
Za'Darius Smith,DE,,"$4,630,000",1.81%,,,,,,,,,,table_dead,2024
Quinton Jefferson,DT,,"$1,800,000",0.70%,,,,,,,,,,table_dead,2024
Dawson Deaton,C,,"$836,470",0.33%,,,,,,,,,,table_dead,2024
Justin Hardee,CB,,"$800,000",0.31%,,,,,,,,,,table_dead,2024
Drew Forbes,G,,"$670,000",0.26%,,,,,,,,,,table_dead,2024
Jakeem Grant,WR,,"$666,668",0.26%,,,,,,,,,,table_dead,2024
James Proche,WR,,"$550,833",0.22%,,,,,,,,,,table_dead,2024
Kahlef Hailassie,S,,"$508,330",0.20%,,,,,,,,,,table_dead,2024
Tony Fields,OLB,,"$492,717",0.19%,,,,,,,,,,table_dead,2024
Tyler Huntley,QB,,"$469,900",0.18%,,,,,,,,,,table_dead,2024
Brandon Bouyer-Randle,OLB,,"$443,887",0.17%,,,,,,,,,,table_dead,2024
Perrion Winfrey,DT,,"$406,398",0.16%,,,,,,,,,,table_dead,2024
Cade York,K,,"$364,820",0.14%,,,,,,,,,,table_dead,2024
D'Onta Foreman,RB,,"$335,000",0.13%,,,,,,,,,,table_dead,2024
