Player,Age,Team,Position,Games_Played,Games_Started,Interceptions,Times_Targeted,Completions_When_Targeted,Completion_Percentage,Yards_Allowed,Yards_Per_Reception,Yards_Per_Target,Recieving_TD_Allowed,Passing_Rating_Allowed,Average_Depth_Of_Target,Total_Air_Yards,Total_YAC,Times_Blitzed,QB_Hurries,QB_Hits,Passes_Batted,Sacks,Pressures,Combined_Tackles,Missed_Tackles,Missed_Tackle_Percentage,Awards,season
Phillip Gaines,27,CLE,DB,4,0,0,4,2,50.0,17,8.5,4.3,0,61.5,14.0,11,6,0,0,0,0,0.0,0,9,0,0.0,,2018
Andrew Adams,26,TAM,DB,13,4,4,39,23,59.0,264,11.5,6.8,0,39.9,9.4,179,85,3,0,1,0,0.0,1,38,8,17.4,,2018
Allen Bailey,29,KAN,LDE,16,13,0,1,1,100.0,-2,-2.0,-2.0,0,79.2,-4.0,-4,2,0,8,3,0,6.0,17,38,9,19.1,,2018
Deone Bucannon,26,ARI,DB,13,6,0,17,12,70.6,114,9.5,6.7,1,108.5,3.0,39,75,20,2,1,0,1.0,4,38,7,15.6,,2018
Barry Church,30,JAX,SS,11,11,1,30,16,53.3,283,17.7,9.4,4,111.5,12.3,169,114,5,0,1,0,1.0,2,38,6,13.6,,2018
Reggie Gilbert,25,GNB,DE,16,0,0,5,4,80.0,32,8.0,6.4,0,93.3,3.6,16,16,31,10,5,0,2.5,18,38,6,13.6,,2018
Adam Gotsis,26,DEN,RDE,16,12,0,0,0,,0,,,0,,,0,0,0,2,4,0,3.0,9,38,2,5.0,,2018
Duron Harmon,27,NWE,DB,16,6,4,18,11,61.1,198,18.0,11.0,1,77.8,14.9,132,66,14,0,1,0,0.0,1,38,1,2.6,,2018
Cassius Marsh,26,SFO,DE,16,3,0,11,7,63.6,51,7.3,4.6,0,74.4,5.4,19,32,6,18,7,0,5.5,31,38,3,7.3,,2018
Benson Mayowa,27,ARI,DE,15,4,0,2,0,0.0,0,,0.0,0,39.6,4.0,0,0,0,7,5,0,4.0,16,38,5,11.6,,2018
Terrance Mitchell,26,CLE,RCB,8,7,1,54,30,55.6,343,11.4,6.4,2,79.5,8.6,175,168,2,0,0,0,0.0,0,38,0,0.0,,2018
Robert Quinn,28,MIA,RDE,16,16,0,0,0,,0,,,0,,,0,0,0,13,8,0,6.5,28,38,5,11.6,,2018
Ryan Smith,25,TAM,LCB,16,6,1,43,27,62.8,320,11.9,7.4,4,106.7,12.0,248,72,0,0,0,0,0.0,0,38,3,7.3,,2018
Greg Stroman,22,WAS,DB,15,3,1,44,28,63.6,439,15.7,10.0,3,109.9,11.3,241,198,2,1,0,0,0.0,1,38,3,7.3,,2018
Denico Autry,28,IND,RDT,12,11,0,1,1,100.0,12,12.0,12.0,0,116.7,-2.0,-2,14,0,7,2,0,9.0,18,37,3,7.5,,2018
Gareon Conley,23,OAK,RCB,15,14,3,59,36,61.0,536,14.9,9.1,4,92.2,11.3,277,259,0,0,0,0,0.0,0,37,4,9.8,,2018
Justin Houston,29,KAN,ROLB,12,12,1,10,7,70.0,55,7.9,5.5,0,43.7,0.1,3,52,23,15,4,0,9.0,29,37,6,14.0,,2018
Jerry Hughes,30,BUF,RDE,16,16,0,3,1,33.3,13,13.0,4.3,0,47.9,4.7,12,1,3,21,10,0,7.0,39,37,10,21.3,,2018
Marlon Humphrey,22,BAL,RCB,14,8,2,89,42,47.2,471,11.2,5.3,4,69.1,11.0,310,161,0,0,0,0,0.0,0,37,8,17.8,,2018
George Odum,25,IND,DB,16,2,1,12,8,66.7,117,14.6,9.8,0,63.5,9.2,72,45,4,1,0,0,0.0,1,37,4,9.8,,2018
Nickell Robey-Coleman,26,LAR,DB,16,1,1,58,38,65.5,295,7.8,5.1,3,87.9,5.4,101,194,0,0,0,0,0.0,0,37,7,15.9,,2018
Frostee Rucker,35,OAK,LDE,15,15,0,2,1,50.0,5,5.0,2.5,0,56.2,8.5,-3,8,0,6,3,0,0.0,9,37,6,14.0,,2018
Richard Sherman,30,SFO,LCB,14,14,0,39,24,61.5,287,12.0,7.4,1,92.6,11.9,200,87,1,0,0,0,1.0,1,37,2,5.1,,2018
Levi Wallace,23,BUF,RCB,7,7,0,26,13,50.0,123,9.5,4.7,1,76.3,8.5,100,23,2,0,1,0,0.0,1,37,4,9.8,,2018
Damien Wilson,25,DAL,LLB,16,7,0,21,16,76.2,170,10.6,8.1,2,131.1,5.8,66,104,15,3,0,0,1.0,4,37,8,17.8,,2018
Ahkello Witherspoon,23,SFO,RCB,14,12,0,78,43,55.1,493,11.5,6.3,7,104.3,12.4,329,164,1,0,0,0,0.0,0,37,5,11.9,,2018
Tavon Young,24,BAL,DB,15,6,1,53,33,62.3,435,13.2,8.2,5,111.8,8.8,239,196,40,2,0,0,2.0,4,37,9,19.6,,2018
Ronald Blair,25,SFO,DE,16,0,0,1,1,100.0,4,4.0,4.0,0,83.3,-1.0,-1,5,0,8,6,0,5.5,20,36,3,7.7,,2018
Marqui Christian,24,LAR,DB,16,0,0,36,23,63.9,307,13.3,8.5,0,90.9,9.9,181,126,10,0,1,0,0.0,1,36,4,10.0,,2018
Johnathan Hankins,26,OAK,RDT,15,14,0,1,1,100.0,7,7.0,7.0,0,95.8,-2.0,-2,9,0,2,2,0,0.0,4,36,8,18.2,,2018
Holton Hill,21,MIN,DB,16,3,1,24,13,54.2,142,10.9,5.9,1,68.4,15.5,124,18,0,0,0,0,0.0,0,36,3,7.7,,2018
Alex Okafor,27,NOR,RDE,16,16,0,2,0,0.0,8,,4.0,0,43.7,1.5,3,5,6,13,5,0,4.0,22,36,3,7.7,,2018
Cameron Wake,36,MIA,LDE,14,14,0,2,2,100.0,29,14.5,14.5,0,118.7,-0.5,-1,30,0,19,7,0,6.0,33,36,4,10.0,,2018
Tavon Wilson,28,DET,DB,15,3,0,21,13,61.9,126,9.7,6.0,1,94.5,7.9,82,44,3,0,0,0,1.0,1,36,4,10.0,,2018
Mario Addison,31,CAR,LDE,16,16,0,4,4,100.0,19,4.8,4.8,0,86.5,2.0,8,11,0,9,1,0,9.0,20,35,4,10.3,,2018
Henry Anderson,27,NYJ,DE,16,3,0,2,1,50.0,0,0.0,0.0,0,56.2,-1.5,0,0,0,10,2,0,7.0,20,35,3,7.9,,2018
Brandon Copeland,27,NYJ,LOLB,16,10,0,5,3,60.0,32,10.7,6.4,0,78.7,0.6,-1,33,39,14,8,0,5.0,27,35,4,10.3,,2018
Jack Crawford,30,ATL,LDT,16,11,1,0,0,,0,,,0,,,0,0,0,11,2,0,6.0,20,35,4,10.3,,2018
Clayton Fejedelem,25,CIN,DB,16,1,0,12,10,83.3,144,14.4,12.0,1,144.4,13.0,91,53,5,0,1,0,0.0,1,35,2,5.4,,2018
Xavien Howard,25,MIA,LCB,12,12,7,63,33,52.4,433,13.1,6.9,5,61.2,14.4,253,180,2,0,0,0,0.0,0,35,6,14.6,"PB,AP-2",2018
Jordan Jenkins,24,NYJ,ROLB,16,11,0,10,9,90.0,118,13.1,11.8,1,149.2,3.0,25,93,58,9,5,0,7.0,22,35,2,5.4,,2018
Avonte Maddox,22,PHI,RCB/SS,13,9,2,42,19,45.2,243,12.8,5.8,1,52.0,12.1,183,60,2,0,0,0,0.5,1,35,4,10.3,,2018
Derrick Nnadi,22,KAN,NT,16,11,0,0,0,,0,,,0,,,0,0,0,3,0,0,0.0,3,35,3,7.9,,2018
David Onyemata,26,NOR,DT,16,4,0,0,0,,0,,,0,,,0,0,0,10,0,0,4.5,15,35,2,5.4,,2018
Harrison Phillips,22,BUF,DT,16,0,0,0,0,,0,,,0,,,0,0,0,1,1,0,0.0,2,35,0,0.0,,2018
Malcolm Smith,29,SFO,RLB,12,5,0,17,11,64.7,123,11.2,7.2,1,105.8,4.6,76,47,18,0,3,0,0.0,3,35,5,12.5,,2018
Stephen Weatherly,24,MIN,RDE,16,6,0,1,0,0.0,0,,0.0,0,39.6,17.0,0,0,0,9,4,0,3.0,16,35,5,12.5,,2018
Kyle Williams,35,BUF,LDT,16,16,0,1,0,0.0,0,,0.0,0,39.6,-5.0,0,0,0,9,6,0,5.0,22,35,4,10.3,PB,2018
Ramik Wilson,26,LAR,LB,16,4,0,16,11,68.8,84,7.6,5.3,0,81.2,1.1,16,68,3,0,0,0,0.0,0,35,1,2.8,,2018
Michael Bennett,33,PHI,LDE,16,10,0,2,2,100.0,13,6.5,6.5,0,93.7,1.5,3,10,0,18,18,0,9.0,46,34,5,12.8,,2018
Tony Brown,23,GNB,DB,11,3,0,39,22,56.4,223,10.1,5.7,2,90.0,9.5,165,58,0,0,0,0,0.0,0,34,2,5.6,,2018
Tyrone Crawford,29,DAL,RDE,15,15,0,1,0,0.0,0,,0.0,0,39.6,0.0,0,0,0,7,5,0,5.5,19,34,3,8.1,,2018
Marcell Harris,24,SFO,SS,8,5,0,15,12,80.0,110,9.2,7.3,2,136.8,7.1,61,49,8,3,0,0,0.0,3,34,8,19.0,,2018
Troy Hill,27,LAR,RCB,16,7,2,47,29,61.7,458,15.8,9.7,4,104.7,13.1,340,118,0,0,0,0,0.0,0,34,4,10.5,,2018
DaQuan Jones,27,TEN,LDE,16,16,0,1,1,100.0,4,4.0,4.0,0,83.3,4.0,4,0,0,2,3,0,0.0,5,34,4,10.5,,2018
Marcus Maye,25,NYJ,FS,6,6,1,13,7,53.8,101,14.4,7.8,2,86.9,14.4,64,37,1,0,0,0,0.5,1,34,5,12.8,,2018
Steve McLendon,32,NYJ,NT,16,14,0,0,0,,0,,,0,,,0,0,0,0,0,0,0.0,0,34,3,8.1,,2018
Dorian O'Daniel,24,KAN,LB,16,1,0,20,16,80.0,109,6.8,5.5,0,89.4,1.0,11,98,10,1,1,0,0.0,2,34,7,17.1,,2018
Terrell Suggs,36,BAL,LOLB,16,16,0,10,6,60.0,75,12.5,7.5,0,83.3,1.8,20,55,86,24,5,0,7.0,37,34,8,19.0,,2018
Brandon Williams,29,BAL,LDE,16,16,0,0,0,,0,,,0,,,0,0,0,2,0,0,1.0,3,34,3,8.1,PB,2018
Antwaun Woods,25,DAL,RDT,15,15,0,0,0,,0,,,0,,,0,0,0,7,3,0,1.5,12,34,4,10.5,,2018
Matthew Adams,23,IND,DB,16,5,0,12,10,83.3,150,15.0,12.5,0,118.7,3.9,49,101,8,2,3,0,0.0,5,33,4,10.8,,2018
Vontaze Burfict,28,CIN,RLB,7,7,0,19,16,84.2,140,8.8,7.4,1,114.9,4.3,54,86,13,0,0,0,0.0,0,33,10,23.3,,2018
Tae Davis,22,NYG,LB,14,4,0,23,17,73.9,198,11.6,8.6,1,114.0,4.7,103,95,14,1,2,0,2.0,5,33,7,17.5,,2018
Everson Griffen,31,MIN,RDE,11,10,0,1,0,0.0,0,,0.0,0,39.6,15.0,0,0,0,9,3,0,5.5,19,33,6,15.4,,2018
Grant Haley,22,NYG,LOLB,10,9,0,36,23,63.9,298,13.0,8.3,4,126.9,6.2,113,185,15,2,0,0,0.0,2,33,1,2.9,,2018
Michael Johnson,31,CIN,RDE,15,15,1,0,0,,0,,,0,,,0,0,0,8,1,0,0.5,10,33,4,10.8,,2018
Zach Kerr,28,DEN,DT,16,0,0,0,0,,0,,,0,,,0,0,0,6,0,0,1.5,8,33,2,5.7,,2018
Darius Philon,24,LAC,LDT,16,13,0,0,0,,0,,,0,,,0,0,0,8,4,0,4.0,17,33,5,13.2,,2018
D.J. Reader,24,HOU,RDE,16,16,0,0,0,,0,,,0,,,0,0,0,4,1,0,2.0,7,33,4,10.8,,2018
M.J. Stewart,23,TAM,DB,11,5,0,45,37,82.2,423,11.4,9.4,4,135.5,7.4,204,219,19,1,1,0,0.0,2,33,4,10.8,,2018
Daryl Worley,23,OAK,LCB,10,9,1,38,22,57.9,272,12.4,7.2,4,104.3,11.4,220,52,0,0,0,0,0.0,0,33,9,21.4,,2018
Andrew Billings,23,CIN,LDT,16,16,0,0,0,,0,,,0,,,0,0,0,6,4,0,2.5,13,32,3,8.6,,2018
Kurt Coleman,30,NOR,SS,16,9,0,13,11,84.6,108,9.8,8.3,1,126.9,4.5,35,73,14,2,0,0,0.0,2,32,5,13.5,,2018
Marcell Dareus,28,JAX,LDT/RDT,15,15,0,1,1,100.0,18,18.0,18.0,0,118.7,-9.0,-9,27,0,4,1,0,1.0,6,32,5,13.5,,2018
Ronnie Harrison,21,JAX,DB,14,8,1,18,14,77.8,97,6.9,5.4,0,66.0,3.5,43,54,8,0,0,0,1.0,1,32,3,8.6,,2018
Malik Jackson,28,JAX,RDT,16,10,0,2,2,100.0,28,14.0,14.0,0,118.7,3.5,7,21,0,9,8,0,3.5,21,32,5,13.5,,2018
Jayron Kearse,24,MIN,DB,16,1,0,17,12,70.6,80,6.7,4.7,0,80.5,3.3,28,52,1,0,0,0,0.5,1,32,1,3.0,,2018
Jordan Lucas,25,KAN,DB,16,4,1,13,8,61.5,106,13.3,8.2,2,94.9,11.2,74,32,3,1,0,0,1.0,2,32,4,11.1,,2018
Robert Nkemdiche,24,ARI,RDT,10,6,0,0,0,,0,,,0,,,0,0,0,2,4,0,4.5,11,32,2,5.9,,2018
Michael Pierce,26,BAL,DT,14,2,0,0,0,,0,,,0,,,0,0,0,4,1,0,0.0,5,32,2,5.9,,2018
Shareece Wright,31,HOU,DB,12,5,0,56,36,64.3,437,12.1,7.8,4,112.0,12.1,262,175,0,0,0,0,0.0,0,32,6,15.8,,2018
Ken Crawley,25,NOR,LCB,10,5,0,47,33,70.2,514,15.6,10.9,4,134.5,13.3,398,116,3,2,0,0,0.0,2,31,2,6.1,,2018
Maurice Hurst Jr.,23,OAK,LDT,13,10,0,1,1,100.0,0,0.0,0.0,0,79.2,-1.0,-1,1,0,2,0,0,4.0,6,31,0,0.0,,2018
Matthew Ioannidis,24,WAS,RDE/NT,14,9,0,0,0,,0,,,0,,,0,0,0,5,3,0,7.5,16,31,1,3.1,,2018
Clinton McDonald,31,OAK,DT,15,1,0,1,1,100.0,-5,-5.0,-5.0,0,79.2,-5.0,-5,0,0,4,0,0,2.0,6,31,2,6.1,,2018
Domata Peko,34,DEN,NT,16,16,0,1,1,100.0,0,0.0,0.0,0,79.2,0.0,0,0,0,0,2,0,0.5,3,31,4,11.4,,2018
Damion Square,29,LAC,RDE/LDE,16,11,0,1,0,0.0,0,,0.0,0,39.6,1.0,0,0,0,0,3,0,3.0,7,31,2,6.1,,2018
Solomon Thomas,23,SFO,LDE,16,13,0,1,1,100.0,22,22.0,22.0,0,118.7,15.0,15,7,0,13,5,0,1.0,19,31,6,16.2,,2018
Morgan Burnett,29,PIT,DB,11,2,0,30,16,53.3,222,13.9,7.4,0,77.4,13.2,177,45,13,0,2,0,0.0,2,30,2,6.3,,2018
Kyle Emanuel,27,LAC,RLB,16,7,0,13,10,76.9,105,10.5,8.1,1,125.5,5.2,41,64,5,0,0,0,1.0,1,30,5,14.3,,2018
Markus Golden,27,ARI,LDE,11,11,0,0,0,,0,,,0,,,0,0,3,6,4,0,2.5,13,30,1,3.2,,2018
Nate Hairston,24,IND,RCB,13,7,0,30,22,73.3,288,13.1,9.6,2,125.4,8.8,183,105,3,0,0,0,0.0,0,30,4,11.8,,2018
Margus Hunt,31,IND,RDE/LDT,15,15,0,1,1,100.0,-8,-8.0,-8.0,0,79.2,-8.0,-8,0,0,6,2,0,5.0,14,30,1,3.2,,2018
Ricky Jean-Francois,32,DET,LDT,16,11,0,0,0,,0,,,0,,,0,0,0,3,0,0,2.0,5,30,2,6.3,,2018
Arden Key,22,OAK,RDE,16,10,0,3,2,66.7,9,4.5,3.0,0,70.1,4.3,-2,11,5,10,8,0,1.0,19,30,6,16.7,,2018
Shaq Lawson,24,BUF,LDE,14,6,0,4,1,25.0,14,14.0,3.5,0,41.7,7.5,10,4,0,7,7,0,4.0,18,30,3,9.1,,2018
Sean Lee,32,DAL,RLB,7,5,0,14,11,78.6,153,13.9,10.9,0,112.2,7.5,77,76,13,0,1,0,0.5,2,30,4,11.8,,2018
Torry McTyer,23,MIA,DB,15,4,0,35,26,74.3,413,15.9,11.8,2,132.2,11.6,290,123,2,0,0,0,0.0,0,30,3,9.1,,2018
Deadrin Senat,24,ATL,DT,15,2,0,1,1,100.0,-1,-1.0,-1.0,0,79.2,-1.0,-1,0,0,2,3,0,0.0,5,30,2,6.3,,2018
Olivier Vernon,28,NYG,ROLB,11,11,0,1,1,100.0,0,0.0,0.0,0,79.2,-5.0,-5,5,15,8,13,0,7.0,29,30,1,3.2,PB,2018
Charvarius Ward,22,KAN,DB,13,2,0,19,15,78.9,182,12.1,9.6,1,124.1,11.1,156,26,0,0,0,0,0.0,0,30,0,0.0,,2018
