Player,Position,Team,Total Value,Average Per Year,Total Guaranteed
John FitzPatrick,TE,Packers,"$985,000","$985,000",$0
Sam Webb,CB,Raiders,"$985,000","$985,000",$0
Malik Herring,EDGE,Chiefs,"$985,000","$985,000",$0
Stephen Carlson,TE,Bears,"$985,000","$985,000",$0
Ar'Darius Washington,S,Ravens,"$985,000","$985,000",$0
Julius Chestnut,RB,Titans,"$985,000","$985,000",$0
Teagan Quitoriano,TE,Texans,"$985,000","$985,000",$0
Raheem Blackshear,RB,Panthers,"$985,000","$985,000",$0
Jack Gibbens,LB,Titans,"$985,000","$985,000",$0
Jack Cochrane,LB,Chiefs,"$985,000","$985,000",$0
Feleipe Franks,QB,Panthers,"$985,000","$985,000",$0
Dominique Robinson,EDGE,Bears,"$3,933,152","$983,288","$273,152"
Kenny McIntosh,RB,Seahawks,"$3,930,852","$982,646","$90,852"
Cory Trice,CB,Steelers,"$3,924,436","$981,109","$84,436"
Anthony Johnson Jr.,S,Giants,"$3,923,764","$980,941","$83,764"
Jordon Riley,IDL,Giants,"$3,923,032","$980,758","$83,032"
Jalen Brooks,WR,Cowboys,"$3,922,356","$980,589","$82,356"
D.J. Ivey,CB,Bengals,"$3,920,656","$980,164","$80,656"
Cam Grandy,TE,Bengals,"$980,000","$980,000",$0
Moro Ojomo,IDL,Eagles,"$3,917,784","$979,446","$77,784"
Alex Forsyth,C,Broncos,"$3,917,784","$979,446","$77,784"
Spencer Anderson,RG,Steelers,"$3,917,784","$979,446","$77,784"
Desjuan Johnson,IDL,Rams,"$3,917,784","$979,446","$77,784"
Kyle Hinton,RG,Falcons,"$1,955,000","$977,500","$100,000"
Ja'Marcus Ingram,CB,Bills,"$1,952,500","$976,250","$7,500"
Damone Clark,LB,Cowboys,"$3,902,556","$975,639","$242,556"
John Ridgeway,IDL,Saints,"$3,902,556","$975,639","$242,556"
Kingsley Enagbare,EDGE,Packers,"$3,902,556","$975,639","$242,556"
Patrick O'Connell,LB,Seahawks,"$1,945,000","$972,500",$0
Brandon Pili,IDL,Seahawks,"$1,945,000","$972,500",$0
Elijah Garcia,IDL,Giants,"$1,945,000","$972,500",$0
Thomas Booker,IDL,Eagles,"$1,945,000","$972,500",$0
Jake Browning,QB,Bengals,"$1,945,000","$972,500",$0
Michael Woods,WR,Browns,"$1,945,000","$972,500",$0
Jaquelin Roy,IDL,Patriots,"$1,945,000","$972,500",$0
Mason Kinsey,WR,Titans,"$1,945,000","$972,500",$0
Christopher Brooks,RB,Packers,"$1,945,000","$972,500",$0
Isaiah Thomas,EDGE,Bengals,"$1,945,000","$972,500",$0
Cory Durden,IDL,Giants,"$1,945,000","$972,500",$0
Andre Carter II,EDGE,Raiders,"$1,945,000","$972,500",$0
Tristin McCollum,CB,Eagles,"$1,945,000","$972,500",$0
Jaren Hall,QB,Seahawks,"$1,945,000","$972,500",$0
Kyu Blu Kelly,CB,Raiders,"$1,945,000","$972,500",$0
Vi Jones,LB,Cardinals,"$1,945,000","$972,500",$0
Chad Ryland,K,Cardinals,"$1,945,000","$972,500",$0
Lecitus Smith,RG,Patriots,"$1,945,000","$972,500",$0
Buddy Johnson,LB,Cowboys,"$1,945,000","$972,500",$0
John Ojukwu,RT,Titans,"$1,945,000","$972,500",$0
Ethan Bonner,CB,Dolphins,"$1,945,000","$972,500",$0
Marcelino McCrary-Ball,LB,Jets,"$1,945,000","$972,500",$0
Leroy Watson,RT,Titans,"$1,945,000","$972,500",$0
Vederian Lowe,LT,Patriots,"$3,857,872","$964,468","$197,872"
Christian Benford,CB,Bills,"$3,854,280","$963,570","$194,280"
Josh Wallace,CB,Rams,"$2,890,000","$963,333","$60,000"
Nick Zakelj,LG,49ers,"$3,850,360","$962,590","$190,360"
Malcolm Rodriguez,LB,Lions,"$3,847,928","$961,982","$187,928"
Amare Barno,EDGE,Panthers,"$3,845,408","$961,352","$185,408"
Jalen Nailor,WR,Vikings,"$3,840,660","$960,165","$180,660"
D'Shawn Jamison,CB,Steelers,"$960,000","$960,000",$0
Julian Good-Jones,LT,Commanders,"$960,000","$960,000",$0
Sam Hartman,QB,Commanders,"$960,000","$960,000",$0
Nate Brooks,CB,Bengals,"$960,000","$960,000",$0
Allan George,CB,Commanders,"$960,000","$960,000",$0
William Kwenkeu,LB,Ravens,"$960,000","$960,000",$0
Lacale London,IDL,Falcons,"$960,000","$960,000",$0
Elijah Dotson,RB,Falcons,"$960,000","$960,000",$0
Lance McCutcheon,WR,Steelers,"$960,000","$960,000",$0
Evan Hull,RB,Steelers,"$960,000","$960,000",$0
Viliami Fehoko,EDGE,Commanders,"$960,000","$960,000",$0
Messiah Swinson,TE,Packers,"$960,000","$960,000",$0
Dylan Cook,LT,Steelers,"$960,000","$960,000",$0
Alex Cook,S,Bears,"$960,000","$960,000",$0
Curtis Jacobs,LB,Patriots,"$2,880,000","$960,000","$275,000"
Joshuah Bledsoe,S,Steelers,"$960,000","$960,000",$0
Jalen Redmond,IDL,Vikings,"$960,000","$960,000",$0
John Parker Romo,K,Patriots,"$960,000","$960,000",$0
Armani Rogers,TE,Bills,"$960,000","$960,000",$0
Ryder Anderson,EDGE,Saints,"$960,000","$960,000",$0
Troy Hairston II,FB,Browns,"$960,000","$960,000",$0
Millard Bradford,S,Saints,"$960,000","$960,000",$0
Omar Brown,S,Packers,"$960,000","$960,000",$0
Casey Rogers,IDL,Giants,"$960,000","$960,000",$0
Malik Cunningham,QB,Ravens,"$960,000","$960,000",$0
Ekow Boye-Doe,CB,Cardinals,"$960,000","$960,000",$0
Tyreke Smith,EDGE,Seahawks,"$960,000","$960,000",$0
Luke Tenuta,LT,Colts,"$960,000","$960,000",$0
Javion Cohen,LG,Browns,"$960,000","$960,000",$0
Chris Smith,IDL,Lions,"$960,000","$960,000",$0
Andrew Farmer,EDGE,Broncos,"$960,000","$960,000",$0
Quindell Johnson,S,49ers,"$960,000","$960,000",$0
Abraham Beauplan,LB,Lions,"$960,000","$960,000",$0
Ricky Stromberg,C,Bears,"$960,000","$960,000",$0
Jamree Kromah,EDGE,Bears,"$960,000","$960,000",$0
Loren Strickland,S,Lions,"$960,000","$960,000",$0
Michael Bandy,WR,Broncos,"$960,000","$960,000",$0
Travis Bell,IDL,Vikings,"$960,000","$960,000",$0
Jaylen Mahoney,S,49ers,"$960,000","$960,000",$0
Lucky Jackson,WR,Vikings,"$960,000","$960,000",$0
Andrew Raym,C,Panthers,"$960,000","$960,000",$0
Kendall Williamson,S,Chargers,"$960,000","$960,000",$0
Jason Taylor II,S,Chiefs,"$960,000","$960,000",$0
Liam Anderson,LB,Colts,"$960,000","$960,000",$0
Tyrone Wheatley Jr.,RT,Falcons,"$960,000","$960,000",$0
Keidron Smith,CB,Broncos,"$960,000","$960,000",$0
P.J. Mustipher,IDL,Cardinals,"$960,000","$960,000",$0
Raymond Johnson III,IDL,Bengals,"$960,000","$960,000",$0
Shedrick Jackson,WR,Raiders,"$960,000","$960,000",$0
Tyreik McAllister,WR,Raiders,"$960,000","$960,000",$0
Andre Jones Jr.,EDGE,Commanders,"$960,000","$960,000",$0
Benny Sapp III,S,Falcons,"$960,000","$960,000",$0
Brandon Smith,LB,Raiders,"$960,000","$960,000",$0
Jayden Peevy,IDL,Texans,"$960,000","$960,000",$0
Cornell Powell,WR,Seahawks,"$960,000","$960,000",$0
Aaron Shampklin,RB,Steelers,"$960,000","$960,000",$0
Andrew Ogletree,TE,Colts,"$3,838,192","$959,548","$178,192"
Luke Farrell,TE,Jaguars,"$3,838,020","$959,505","$358,020"
Jamaree Salyer,RG,Chargers,"$3,835,932","$958,983","$175,932"
Jamien Sherwood,LB,Jets,"$3,834,856","$958,714","$354,856"
Grant Calcaterra,TE,Eagles,"$3,834,140","$958,535","$174,140"
Ta'Quon Graham,IDL,Falcons,"$3,830,612","$957,653","$350,612"
Dalton Tucker,RG,Colts,"$2,870,000","$956,667","$240,000"
Ethan Driskell,RT,Chiefs,"$2,870,000","$956,667","$265,000"
Kenneth Gainwell,RB,Eagles,"$3,815,524","$953,881","$335,524"
Connor Heyward,TE,Steelers,"$3,815,224","$953,806","$155,224"
Xavier Weaver,WR,Cardinals,"$2,860,000","$953,333","$255,000"
Jake Kubas,RG,Giants,"$2,860,000","$953,333","$270,000"
Larry Borom,LT,Bears,"$3,813,076","$953,269","$333,076"
Beau Brade,S,Ravens,"$2,855,000","$951,667","$45,000"
Beanie Bishop,CB,Steelers,"$2,855,000","$951,667","$25,000"
Frank Crum,RT,Broncos,"$2,855,000","$951,667","$275,000"
David White Jr.,WR,Jaguars,"$2,855,000","$951,667","$250,000"
Dee Williams,CB,Giants,"$2,855,000","$951,667","$125,000"
Jaylon Moore,LT,49ers,"$3,803,036","$950,759","$323,036"
Isaiahh Loudermilk,IDL,Steelers,"$3,800,288","$950,072","$320,288"
Amari Gainer,EDGE,Raiders,"$2,850,000","$950,000","$120,000"
Braiden McGregor,EDGE,Jets,"$2,850,000","$950,000","$220,000"
Storm Duck,CB,Dolphins,"$2,850,000","$950,000","$170,000"
Eric Watts,EDGE,Jets,"$2,850,000","$950,000","$245,000"
Brevyn Spann-Ford,TE,Cowboys,"$2,850,000","$950,000","$245,000"
Tyler Owens,S,Commanders,"$2,850,000","$950,000","$245,000"
Tyrek Funderburk,CB,Buccaneers,"$2,850,000","$950,000","$100,000"
Brenden Jaimes,C,Chargers,"$3,797,796","$949,449","$317,796"
Tommy Doyle,LT,Bills,"$3,795,732","$948,933","$315,732"
Popo Aumavae,IDL,Panthers,"$2,845,000","$948,333","$55,000"
Jaylen McCollough,S,Rams,"$2,845,000","$948,333","$15,000"
Nate Lynn,EDGE,Lions,"$2,845,000","$948,333","$15,000"
Maema Njongmeta,LB,Bengals,"$2,845,000","$948,333","$15,000"
British Brooks,RB,Texans,"$2,845,000","$948,333","$240,000"
Isaiah Williams,WR,Bengals,"$2,845,000","$948,333","$240,000"
Rico Payton,CB,Saints,"$2,845,000","$948,333","$45,000"
Julius Wood,S,Titans,"$2,845,000","$948,333","$190,000"
Andrew Meyer,C,Dolphins,"$2,845,000","$948,333","$90,000"
Quentin Lake,S,Rams,"$3,792,012","$948,003","$132,012"
Ja'Sir Taylor,CB,Chargers,"$3,792,012","$948,003","$132,012"
Ko Kieft,TE,Buccaneers,"$3,792,012","$948,003","$132,012"
Derion Kendrick,CB,Rams,"$3,792,012","$948,003","$132,012"
Kalia Davis,IDL,49ers,"$3,792,012","$948,003","$132,012"
Darrick Forrest,S,Commanders,"$3,791,076","$947,769","$311,076"
Cody Schrader,RB,Rams,"$2,842,000","$947,333","$232,000"
Kameron Johnson,WR,Buccaneers,"$2,840,000","$946,667","$10,000"
Shemar Bartholomew,CB,Panthers,"$2,840,000","$946,667","$105,000"
Tyler Mclellan,RT,Chargers,"$2,840,000","$946,667","$10,000"
Mason Tipton,WR,Saints,"$2,840,000","$946,667","$110,000"
Jeff Foreman,WR,Raiders,"$2,840,000","$946,667","$55,000"
Thomas Harper,CB,Raiders,"$2,840,000","$946,667","$30,000"
Leonard Taylor,IDL,Jets,"$2,840,000","$946,667","$110,000"
Colson Yankoff,RB,Commanders,"$2,840,000","$946,667","$50,000"
Grayson Murphy,EDGE,Dolphins,"$2,840,000","$946,667","$70,000"
Dwight McGlothern,CB,Vikings,"$2,840,000","$946,667","$30,000"
Dallin Holker,TE,Saints,"$2,840,000","$946,667","$235,000"
Matthew Hayball,P,Saints,"$2,840,000","$946,667","$35,000"
Jimmy Ciarlo,LB,Jets,"$2,840,000","$946,667","$110,000"
Omar Speights,LB,Rams,"$2,839,000","$946,333","$9,000"
Dell Pettus,S,Patriots,"$2,839,000","$946,333","$9,000"
David Martin-Robinson,TE,Titans,"$2,837,500","$945,833","$17,500"
Ian Wheeler,RB,Bears,"$2,837,500","$945,833","$7,500"
Nate Hobbs,CB,Raiders,"$3,783,052","$945,763","$303,052"
Lance Robinson,CB,Bengals,"$2,837,000","$945,667","$7,000"
Marcus Riley,WR,Jets,"$2,835,000","$945,000","$15,000"
Taki Taimani,IDL,Vikings,"$2,835,000","$945,000","$100,000"
Christian Roland-Wallace,CB,Chiefs,"$2,835,000","$945,000","$155,000"
Norell Pollard,IDL,Commanders,"$2,835,000","$945,000","$25,000"
Joe Andreessen,LB,Bills,"$2,832,500","$944,167","$2,500"
Montaric Brown,CB,Jaguars,"$3,775,980","$943,995","$115,980"
Hogan Hatten,LS,Lions,"$2,831,000","$943,667","$1,000"
Elijah Chatman,IDL,Giants,"$2,831,000","$943,667","$1,000"
McKade Mettauer,RG,Chiefs,"$2,831,000","$943,667","$1,000"
Blake Watson,RB,Broncos,"$2,830,000","$943,333",$0
Jarius Monroe,CB,Jets,"$2,830,000","$943,333",$0
Tomari Fox,IDL,Raiders,"$2,830,000","$943,333",$0
Brandon Codrington,CB,Bills,"$2,830,000","$943,333",$0
Chris Collins,EDGE,Chargers,"$2,830,000","$943,333",$0
Levelle Bailey,LB,Broncos,"$2,830,000","$943,333",$0
Carson Steele,RB,Chiefs,"$2,830,000","$943,333","$15,000"
Patrick Murtagh,LS,Jaguars,"$2,830,000","$943,333","$225,000"
Camron Peterson,EDGE,Saints,"$2,830,000","$943,333",$0
Justin Rogers,IDL,Cowboys,"$2,830,000","$943,333",$0
Jalen Sundell,LT,Seahawks,"$2,830,000","$943,333",$0
Mark Robinson,LB,Steelers,"$3,772,356","$943,089","$112,356"
Chris Paul,LG,Commanders,"$3,764,448","$941,112","$104,448"
Baylon Spector,LB,Bills,"$3,763,728","$940,932","$103,728"
Dareke Young,WR,Seahawks,"$3,761,100","$940,275","$101,100"
Tedarrell Slaton,IDL,Packers,"$3,760,520","$940,130","$280,520"
Deane Leonard,CB,Chargers,"$3,759,664","$939,916","$99,664"
Thayer Munford,RT,Raiders,"$3,757,060","$939,265","$97,060"
Rodney Thomas,CB,Colts,"$3,755,384","$938,846","$95,384"
Jason Pinnock,S,Giants,"$3,750,448","$937,612","$270,448"
Josh Ball,LT,Saints,"$1,875,000","$937,500",$0
Sean Clifford,QB,Packers,"$1,875,000","$937,500",$0
K.J. Britt,LB,Buccaneers,"$3,746,296","$936,574","$266,296"
Jaylen Watson,CB,Chiefs,"$3,745,368","$936,342","$85,368"
Rasheed Walker,LT,Packers,"$3,740,876","$935,219","$80,876"
Isiah Pacheco,RB,Chiefs,"$3,739,108","$934,777","$79,108"
Elijah Hicks,S,Bears,"$3,737,012","$934,253","$77,012"
Brock Purdy,QB,49ers,"$3,737,012","$934,253","$77,012"
Jake Julien,P,Buccaneers,"$1,865,000","$932,500",$0
Avery Williams,RB,Falcons,"$3,720,152","$930,038","$240,152"
Talanoa Hufanga,S,49ers,"$3,720,152","$930,038","$240,152"
D.J. Turner,WR,Raiders,"$1,855,000","$927,500",$0
Britain Covey,WR,Eagles,"$1,855,000","$927,500",$0
Xavier Newman-Johnson,RG,Jets,"$1,855,000","$927,500",$0
Kion Smith,RT,Dolphins,"$1,855,000","$927,500",$0
Timmy Horne,IDL,Giants,"$1,855,000","$927,500",$0
Janarius Robinson,EDGE,Raiders,"$1,855,000","$927,500",$0
J.J. Russell,LB,Buccaneers,"$1,855,000","$927,500",$0
Brock Hoffman,RG,Cowboys,"$1,855,000","$927,500",$0
Joey Blount,S,Cardinals,"$1,855,000","$927,500",$0
Chazz Surratt,LB,Jets,"$1,855,000","$927,500",$0
Micah Abernathy,S,Falcons,"$1,855,000","$927,500",$0
Nephi Sewell,LB,Saints,"$1,855,000","$927,500",$0
Te'Cory Couch,CB,Bills,"$1,853,500","$926,750","$8,500"
Daequan Hardy,CB,Bills,"$1,853,500","$926,750","$8,500"
Mike Edwards,RT,Bills,"$1,853,500","$926,750","$8,500"
Richard Gouraige,RT,Bills,"$1,853,000","$926,500","$8,000"
Nick Niemann,LB,Chargers,"$3,694,008","$923,502","$214,008"
Drake Stoops,WR,Rams,"$1,845,000","$922,500",$0
Pokey Wilson,WR,Jets,"$1,845,000","$922,500",$0
David Olajiga,IDL,Rams,"$1,845,000","$922,500",$0
Jabari Small,RB,Titans,"$1,845,000","$922,500",$0
Makai Polk,WR,Falcons,"$1,845,000","$922,500",$0
Isaiah Iton,EDGE,Titans,"$1,845,000","$922,500",$0
Deion Jennings,LB,Buccaneers,"$1,845,000","$922,500",$0
Rashad Wisdom,S,Buccaneers,"$1,845,000","$922,500",$0
Treyton Welch,TE,Saints,"$1,845,000","$922,500",$0
D.J. Williams,RB,Buccaneers,"$1,845,000","$922,500",$0
Adrian Martinez,QB,Jets,"$1,845,000","$922,500",$0
Marcus Banks,S,Buccaneers,"$1,845,000","$922,500",$0
Jordan Colbert,S,Dolphins,"$1,845,000","$922,500",$0
Tre Swilling,CB,Jets,"$1,845,000","$922,500",$0
Brandon Smith,WR,Jets,"$1,845,000","$922,500",$0
Cameron Latu,TE,Eagles,"$1,845,000","$922,500",$0
Dequan Jackson,LB,Dolphins,"$1,845,000","$922,500",$0
Jackson Sirmon,LB,Jets,"$1,845,000","$922,500",$0
Kohl Levao,RG,Jets,"$1,845,000","$922,500",$0
Garret Greenfield,LT,Buccaneers,"$1,845,000","$922,500",$0
Zack Kuntz,TE,Jets,"$1,845,000","$922,500",$0
Obinna Eze,LT,Jets,"$1,845,000","$922,500",$0
Bayron Matos,LT,Dolphins,"$1,845,000","$922,500",$0
Isaiah Johnson,CB,Dolphins,"$1,845,000","$922,500",$0
Neal Johnson,TE,Jets,"$1,845,000","$922,500",$0
Josiah Ezirim,LT,Saints,"$1,845,000","$922,500",$0
Jason Maitre,CB,Dolphins,"$1,845,000","$922,500",$0
Charlie Smyth,K,Saints,"$1,845,000","$922,500",$0
Tanner Ingle,S,Rams,"$1,845,000","$922,500",$0
Seth Williams,WR,Cowboys,"$1,845,000","$922,500",$0
Daniel Grzesiak,EDGE,Buccaneers,"$1,845,000","$922,500",$0
Hayden Rucci,TE,Dolphins,"$1,845,000","$922,500",$0
Tanner Taula,TE,Buccaneers,"$1,845,000","$922,500",$0
Tarik Black,WR,Dolphins,"$1,845,000","$922,500",$0
Lorenz Metz,RG,Buccaneers,"$1,845,000","$922,500",$0
Tanner Knue,WR,Buccaneers,"$1,845,000","$922,500",$0
Dennis Houston,WR,Buccaneers,"$1,845,000","$922,500",$0
Luke Haggard,LT,Buccaneers,"$1,845,000","$922,500",$0
Denzel Daxon,IDL,Cowboys,"$1,845,000","$922,500",$0
Brock Mogensen,LB,Cowboys,"$1,845,000","$922,500",$0
Jalen Moreno-Cropper,WR,Cowboys,"$1,845,000","$922,500",$0
Xazavian Valladay,RB,Saints,"$1,845,000","$922,500",$0
Derrick Mclendon II,EDGE,Dolphins,"$1,845,000","$922,500",$0
Michael Jacobson,TE,Saints,"$1,845,000","$922,500",$0
Elijah Mitchell,RB,49ers,"$3,663,572","$915,893","$183,572"
LaBryan Ray,IDL,Panthers,"$915,000","$915,000",$0
Carter O'Donnell,RG,Cardinals,"$915,000","$915,000",$0
Raequan Williams,IDL,Panthers,"$915,000","$915,000",$0
Dalton Keene,TE,Texans,"$915,000","$915,000",$0
Daniel Hardy,EDGE,Bears,"$915,000","$915,000",$0
Ryan McCollum,C,Steelers,"$915,000","$915,000",$0
Arron Mosby,EDGE,Packers,"$915,000","$915,000",$0
Esezi Otomewo,IDL,Jaguars,"$915,000","$915,000",$0
Bill Murray,LG,Bears,"$915,000","$915,000",$0
Doug Kramer,C,Bears,"$915,000","$915,000",$0
De'Shaan Dixon,EDGE,Jaguars,"$915,000","$915,000",$0
Jonathan Ford,IDL,Bears,"$915,000","$915,000",$0
Alex Austin,CB,Patriots,"$915,000","$915,000",$0
Alex Barrett,EDGE,49ers,"$915,000","$915,000",$0
Brayden Willis,TE,49ers,"$915,000","$915,000",$0
Jalen Graham,LB,49ers,"$915,000","$915,000",$0
Ben Brown,C,Patriots,"$915,000","$915,000",$0
Josh Ross,LB,Seahawks,"$915,000","$915,000",$0
Mike Caliendo,LG,Chiefs,"$915,000","$915,000",$0
Kanai Mauga,LB,Raiders,"$915,000","$915,000",$0
Jordan Meredith,LG,Raiders,"$915,000","$915,000",$0
Ameer Speed,CB,Bears,"$915,000","$915,000",$0
Jonathan Sutherland,S,Giants,"$915,000","$915,000",$0
Tucker Fisk,TE,Chargers,"$915,000","$915,000",$0
Cody White,WR,Seahawks,"$915,000","$915,000",$0
Chris Rodriguez Jr.,RB,Commanders,"$915,000","$915,000",$0
James Houston,EDGE,Browns,"$915,000","$915,000",$0
Tomon Fox,EDGE,Giants,"$915,000","$915,000",$0
Blake Whiteheart,TE,Browns,"$915,000","$915,000",$0
Kaevon Merriweather,S,Buccaneers,"$915,000","$915,000",$0
Divaad Wilson,CB,Giants,"$915,000","$915,000",$0
Nazeeh Johnson,S,Chiefs,"$915,000","$915,000",$0
Matthew Butler,IDL,Raiders,"$915,000","$915,000",$0
Jeremiah Moon,EDGE,Steelers,"$915,000","$915,000",$0
Jake Tonges,TE,49ers,"$915,000","$915,000",$0
Sam Okuayinonu,EDGE,49ers,"$915,000","$915,000",$0
Brady Russell,TE,Seahawks,"$915,000","$915,000",$0
Emanuel Wilson,RB,Packers,"$915,000","$915,000",$0
Daniel Whelan,K,Packers,"$915,000","$915,000",$0
Brandin Echols,CB,Jets,"$3,654,192","$913,548","$174,192"
Chris Evans,RB,Bengals,"$3,652,888","$913,222","$172,888"
Landon Young,RT,Saints,"$3,649,780","$912,445","$169,780"
Stone Forsythe,LT,Seahawks,"$3,646,624","$911,656","$166,624"
Victor Dimukeje,EDGE,Cardinals,"$3,641,860","$910,465","$161,860"
Damar Hamlin,S,Bills,"$3,640,476","$910,119","$160,476"
Mohamoud Diabate,LB,Browns,"$2,720,000","$906,667","$250,000"
Rakim Jarrett,WR,Buccaneers,"$2,720,000","$906,667","$225,000"
Tyson Bagent,QB,Bears,"$2,720,000","$906,667","$25,000"
Bryce Ford-Wheaton,WR,Giants,"$2,715,000","$905,000","$236,000"
Ronnie Hickman,S,Browns,"$2,715,000","$905,000","$220,000"
Ivan Pace Jr.,LB,Vikings,"$2,715,000","$905,000","$236,000"
Hunter Luepke,RB,Cowboys,"$2,715,000","$905,000","$200,000"
Alex Palczewski,LT,Broncos,"$2,715,000","$905,000","$80,000"
Starling Thomas V,CB,Cardinals,"$2,715,000","$905,000","$20,000"
Keaton Mitchell,RB,Ravens,"$2,713,000","$904,333","$73,000"
Jaleel McLaughlin,RB,Broncos,"$2,710,000","$903,333","$55,000"
Emari Demercado,RB,Cardinals,"$2,710,000","$903,333","$70,000"
Cam Jones,LB,Chiefs,"$2,710,000","$903,333","$150,000"
Drake Thomas,LB,Seahawks,"$2,710,000","$903,333","$100,000"
Xavier Gipson,WR,Jets,"$2,710,000","$903,333","$165,000"
Khalil Herbert,RB,Bengals,"$3,610,704","$902,676","$130,704"
Isaiah McDuffie,LB,Packers,"$3,610,704","$902,676","$130,704"
Sam Ehlinger,QB,Colts,"$3,610,704","$902,676","$130,704"
Israel Mukuamu,S,Cowboys,"$3,610,704","$902,676","$130,704"
Trey Smith,RG,Chiefs,"$3,610,704","$902,676","$130,704"
Julian Hill,TE,Dolphins,"$2,707,500","$902,500","$42,500"
T.J. Bass,RG,Cowboys,"$2,705,000","$901,667","$150,000"
Christian Izien,S,Buccaneers,"$2,705,000","$901,667","$160,000"
Jake Bobo,WR,Seahawks,"$2,705,000","$901,667","$10,000"
Ben Sims,TE,Packers,"$2,705,000","$901,667","$110,000"
Nate Adkins,TE,Broncos,"$2,705,000","$901,667","$75,000"
Eli Ricks,CB,Eagles,"$2,705,000","$901,667","$40,000"
Malik Heath,WR,Packers,"$2,704,000","$901,333","$9,000"
Brenton Cox Jr.,EDGE,Packers,"$2,704,000","$901,333","$9,000"
Chris Stoll,LS,Seahawks,"$2,701,500","$900,500","$6,500"
Isaiah Land,LB,Colts,"$2,700,000","$900,000","$100,000"
Claudin Cherelus,LB,Panthers,"$2,700,000","$900,000","$20,000"
Sean Tucker,RB,Buccaneers,"$2,700,000","$900,000","$155,000"
Alex Ward,LS,Rams,"$2,700,000","$900,000","$5,000"
John Stephens,WR,Cowboys,"$2,698,000","$899,333","$3,000"
Blake Grupe,K,Saints,"$2,697,500","$899,167","$2,500"
Malik Hamm,EDGE,Ravens,"$2,697,000","$899,000","$2,000"
Markees Watts,EDGE,Buccaneers,"$2,696,000","$898,667","$1,000"
Brandon Aubrey,K,Cowboys,"$2,695,000","$898,333",$0
A.J. Finley,S,Seahawks,"$2,695,000","$898,333",$0
NaJee Thompson,CB,Vikings,"$2,695,000","$898,333",$0
Patrick Johnson,EDGE,Giants,"$3,585,872","$896,468","$105,872"
Will Fries,RG,Colts,"$3,565,376","$891,344","$85,376"
Grant Stuard,LB,Colts,"$3,556,248","$889,062","$76,248"
Jared Wayne,WR,Texans,"$1,765,000","$882,500","$5,000"
Khalid Duke,EDGE,Titans,"$2,640,000","$880,000",$0
Tay Martin,WR,Titans,"$2,640,000","$880,000",$0
Xavier Smith,WR,Rams,"$1,755,000","$877,500",$0
Jordan Mims,RB,Saints,"$1,755,000","$877,500",$0
Justin Shorter,WR,Raiders,"$1,755,000","$877,500",$0
Ramel Keyton,WR,Raiders,"$1,755,000","$877,500",$0
Brandon Hill,S,Texans,"$1,755,000","$877,500",$0
Earl Bostick Jr.,LT,Cowboys,"$1,755,000","$877,500",$0
Ryan Miller,WR,Buccaneers,"$1,755,000","$877,500",$0
Braeden Daniels,LT,Dolphins,"$1,755,000","$877,500",$0
Evan Deckers,LS,Buccaneers,"$1,755,000","$877,500",$0
Bo Richter,EDGE,Vikings,"$1,755,000","$877,500",$0
Ali Gaye,EDGE,Titans,"$1,755,000","$877,500",$0
Kendall Milton,RB,Bengals,"$1,755,000","$877,500",$0
Jalen Coker,WR,Panthers,"$1,755,000","$877,500",$0
Dante Miller,RB,Giants,"$1,755,000","$877,500",$0
Justin Dedich,C,Rams,"$1,755,000","$877,500",$0
Rex Sunahara,LS,Browns,"$1,755,000","$877,500",$0
Jack Browning,P,Buccaneers,"$1,755,000","$877,500",$0
Anfernee Orji,LB,Saints,"$1,755,000","$877,500",$0
Isaiah Bolden,CB,Patriots,"$1,755,000","$877,500",$0
Tyler Badie,RB,Broncos,"$1,755,000","$877,500",$0
Silas Dzansi,RG,Buccaneers,"$1,755,000","$877,500",$0
Jose Ramirez,EDGE,Buccaneers,"$1,755,000","$877,500",$0
Demani Richardson,S,Panthers,"$1,755,000","$877,500",$0
Jack Westover,TE,Patriots,"$1,755,000","$877,500",$0
Terrell Jennings,RB,Patriots,"$1,755,000","$877,500",$0
Tyrese Robinson,LG,Patriots,"$1,755,000","$877,500",$0
Sincere McCormick,RB,Raiders,"$1,755,000","$877,500",$0
Chris Blair,WR,Falcons,"$1,755,000","$877,500",$0
Chris Collier,RB,Raiders,"$1,755,000","$877,500",$0
Brenden Bates,TE,Browns,"$1,755,000","$877,500",$0
Jacoby Windmon,LB,Panthers,"$1,755,000","$877,500",$0
Jaylin Simpson,S,Jets,"$1,755,000","$877,500",$0
Carlos Washington Jr.,RB,Falcons,"$1,755,000","$877,500",$0
Carter Bradley,QB,Raiders,"$1,755,000","$877,500",$0
Art Green,CB,Giants,"$1,755,000","$877,500",$0
E.J. Jenkins,TE,Eagles,"$1,755,000","$877,500",$0
Kevin Austin Jr.,WR,Saints,"$1,755,000","$877,500",$0
Nikko Remigio,WR,Chiefs,"$1,755,000","$877,500",$0
Andrew Stueber,RT,Bengals,"$1,755,000","$877,500",$0
George Holani,RB,Seahawks,"$1,755,000","$877,500",$0
Kendell Brooks,S,Titans,"$1,755,000","$877,500",$0
Jowon Briggs,IDL,Browns,"$1,755,000","$877,500",$0
Titus Leo,EDGE,Patriots,"$1,755,000","$877,500",$0
Shaka Heyward,LB,Bengals,"$1,755,000","$877,500",$0
